date,description,elev_status,posted,time,traincount,type,weather
07/24/2016,There is a 20-minute delay between South Hayward and Fremont in the Fremont and Richmond directions due to scheduled track maintenance. ,There is one elevator out of service at this time:  Civic Center Platform Elevator.  Thank you. ,Sun Jul 24 2016 10:29 AM PDT,17:30:00 PM PDT,23,DELAY,Rain
07/25/2016,No delays reported.,"There are three elevators out of service at this time:  Civic Center Platform Elevator,   South Hayward Fremont Platform Elevator and  South Hayward S.F./Richmond Platform Elevator.  Thank you. ",,08:00:00 AM PDT,61,,Clouds
07/25/2016,No delays reported.,"There are four elevators out of service at this time:  Civic Center Platform Elevator,   Civic Center Street Elevator,   South Hayward Fremont Platform Elevator and  South Hayward S.F./Richmond Platform Elevator.  Thank you. ",,17:30:00 PM PDT,58,,Clouds
07/26/2016,There is a 10-minute delay on the Daly City Line in the Millbrae and Daly City directions due to an equipment problem on a train. ,"There are three elevators out of service at this time:  Civic Center Platform Elevator,   South Hayward Fremont Platform Elevator and  South Hayward S.F./Richmond Platform Elevator.  Thank you. ",Tue Jul 26 2016 05:24 PM PDT,17:30:00 PM PDT,57,DELAY,Clouds
07/28/2016,No delays reported.,"There are three elevators out of service at this time:  Fruitvale S.F./Richmond Platform Elevator,   South Hayward Fremont Platform Elevator and  South Hayward S.F./Richmond Platform Elevator.  Thank you. ",,17:30:00 PM PDT,61,,Rain
07/29/2016,No delays reported.,"There are three elevators out of service at this time:  Fruitvale S.F./Richmond Platform Elevator,   South Hayward Fremont Platform Elevator and  South Hayward S.F./Richmond Platform Elevator.  Thank you. ",,07:59:00 AM PDT,58,,Fog
07/29/2016,No delays reported.,"There are four elevators out of service at this time:  South Hayward Fremont Platform Elevator,   South Hayward S.F./Richmond Platform Elevator,   Fruitvale S.F./Richmond Platform Elevator and  Colma Platform #3 Elevator.  Thank you. ",,17:30:00 PM PDT,58,,Clouds
07/30/2016,"There is no BART service thru Daly City, Balboa Park & Glen Park stations this weekend July 30-31. Balboa Park is closed. There is a free bus bridge between those stations.  Expect up to 60 min delays, especially to SFO. Crews are making the tracks safer and more reliable. Visit Bart.gov for more info. ","There are four elevators out of service at this time:  12th St. Oakland Ogawa Plaza Elevator,   Fruitvale S.F./Richmond Platform Elevator,   Colma Platform #3 Elevator and  San Leandro S.F./Richmond Platform Elevator.  Thank you. ",Sat Jul 30 2016 07:34 AM PDT,08:00:00 AM PDT,26,DELAY,Fog
07/30/2016,BART is recovering from an earlier problem. There is a major delay on the Pittsburg/Bay Point Line in the Pittsburg / Bay Point and SFO directions. ,There is one elevator out of service at this time:  Colma Platform #3 Elevator.  Thank you. ,Sat Jul 30 2016 05:07 PM PDT,17:30:00 PM PDT,34,DELAY,Clouds
07/31/2016,"There is no BART service thru Daly City, Balboa Park & Glen Park stations this weekend July 30-31. Balboa Park is closed. There is a free bus bridge between those stations.  Expect up to 60 min delays, especially to SFO. Crews are making the tracks safer and more reliable. Visit Bart.gov for more info. ",Attention passengers: All elevators are in service. Thank You.,Sun Jul 31 2016 07:12 AM PDT,08:00:00 AM PDT,15,DELAY,Mist
07/31/2016,"There is no BART service thru Daly City, Balboa Park & Glen Park stations this weekend July 30-31. Balboa Park is closed. There is a free bus bridge between those stations.  Expect up to 60 min delays, especially to SFO. Crews are making the tracks safer and more reliable. Visit Bart.gov for more info. ",There is one elevator out of service at this time:  Colma Platform #3 Elevator.  Thank you. ,Sun Jul 31 2016 01:44 PM PDT,17:30:00 PM PDT,26,DELAY,Drizzle
08/01/2016,No delays reported.,There are two elevators out of service at this time:  Berkeley Street Elevator and  Berkeley Platform Elevator.  Thank you. ,,08:00:00 AM PDT,61,,Clear
08/01/2016,"BART is recovering from an earlier problem. There is a 10-minute delay on the Daly City Line in the SFO, Millbrae and Daly City directions due to police activity. ","There are three elevators out of service at this time:  San Francisco Airport Platform #3 to Airtrain Elevator,   Berkeley Street Elevator and  Berkeley Platform Elevator.  Thank you. ",Mon Aug 01 2016 05:29 PM PDT,17:30:00 PM PDT,57,DELAY,Clouds
08/02/2016,No delays reported.,"There are three elevators out of service at this time:  Coliseum Walkway Elevator,   Berkeley Street Elevator and  Berkeley Platform Elevator.  Thank you. ",,17:30:00 PM PDT,59,,Clouds
08/03/2016,No delays reported.,"There are three elevators out of service at this time:  Coliseum Walkway Elevator,   Berkeley Street Elevator and  Berkeley Platform Elevator.  Thank you. ",,08:00:00 AM PDT,59,,Mist
08/03/2016,No delays reported.,"There are three elevators out of service at this time:  Coliseum Walkway Elevator,   Berkeley Street Elevator and  Berkeley Platform Elevator.  Thank you. ",,17:30:00 PM PDT,58,,Clear
08/04/2016,No delays reported.,"There are three elevators out of service at this time:  Coliseum Walkway Elevator,   Berkeley Street Elevator and  Berkeley Platform Elevator.  Thank you. ",,07:59:00 AM PDT,58,,Clouds
08/04/2016,No delays reported.,"There are three elevators out of service at this time:  Coliseum Walkway Elevator,   Berkeley Street Elevator and  Berkeley Platform Elevator.  Thank you. ",,17:30:00 PM PDT,60,,Clear
08/05/2016,No delays reported.,"There are three elevators out of service at this time:  Coliseum Walkway Elevator,   Berkeley Street Elevator and  Berkeley Platform Elevator.  Thank you. ",,07:59:00 AM PDT,61,,Rain
08/05/2016,No delays reported.,"There are three elevators out of service at this time:  Coliseum Walkway Elevator,   Berkeley Street Elevator and  Berkeley Platform Elevator.  Thank you. ",,17:29:00 PM PDT,59,,Clear
08/06/2016,"There is a 20-minute delay between South Hayward and Fremont in the Fremont, Richmond and Daly City directions due to track maintenance. ",There is one elevator out of service at this time:  Coliseum Walkway Elevator.  Thank you. ,Sat Aug 06 2016 06:47 AM PDT,08:00:00 AM PDT,26,DELAY,Rain
08/07/2016,There is a 20-minute delay between South Hayward and Fremont on the Fremont Line in the Fremont and Richmond directions due to track maintenance. ,"There are three elevators out of service at this time:  24th St. Mission Street Elevator,   12th St. Oakland Platform Elevator and  Coliseum Walkway Elevator.  Thank you. ",Sun Aug 07 2016 07:33 AM PDT,17:30:00 PM PDT,22,DELAY,Clear
08/08/2016,No delays reported.,There is one elevator out of service at this time:  Coliseum Walkway Elevator.  Thank you. ,,07:59:00 AM PDT,60,,Clouds
08/08/2016,No delays reported.,There are two elevators out of service at this time:  Coliseum Platform Elevator and  Coliseum Walkway Elevator.  Thank you. ,,17:30:00 PM PDT,59,,Clear
08/09/2016,No delays reported.,There are two elevators out of service at this time:  Coliseum Walkway Elevator and  Ashby Street Elevator.  Thank you. ,,08:00:00 AM PDT,58,,Clear
08/09/2016,No delays reported.,There are two elevators out of service at this time:  24th St. Mission Street Elevator and  Coliseum Walkway Elevator.  Thank you. ,,17:29:00 PM PDT,58,,Clear
08/10/2016,No delays reported.,There are two elevators out of service at this time:  24th St. Mission Street Elevator and  Coliseum Walkway Elevator.  Thank you. ,,08:00:00 AM PDT,60,,Rain
08/10/2016,No delays reported.,"There are three elevators out of service at this time:  24th St. Mission Street Elevator,   Coliseum Walkway Elevator and  Powell Platform Elevator.  Thank you. ",,17:29:00 PM PDT,60,,Clear
08/11/2016,No delays reported.,There is one elevator out of service at this time:  Coliseum Walkway Elevator.  Thank you. ,,08:00:00 AM PDT,61,,Clouds
08/11/2016,No delays reported.,There are two elevators out of service at this time:  Coliseum Walkway Elevator and  Powell Platform Elevator.  Thank you. ,,17:29:00 PM PDT,57,,Clear
08/12/2016,BART is recovering from an earlier problem. There is a 10-minute delay system wide due to an earlier equipment problem on the track between Daly City and Balboa Park Stations. ,There are two elevators out of service at this time:  Orinda Station Elevator and  Coliseum Walkway Elevator.  Thank you. ,Fri Aug 12 2016 07:37 AM PDT,07:59:00 AM PDT,61,DELAY,Clouds
08/12/2016,There is a 10-minute delay system wide due to an equipment problem on the tracks between Daly City and Balboa Park Stations. ,"There are three elevators out of service at this time:  Dublin/Pleasanton Station Elevator,   Orinda Station Elevator and  Coliseum Walkway Elevator.  Thank you. ",Fri Aug 12 2016 03:33 PM PDT,17:30:00 PM PDT,60,DELAY,Clear
08/13/2016,"There is no BART service thru Daly City, Balboa Park & Glen Park stations this weekend August 13-14. Balboa Park is closed. There is a free bus bridge between those stations.  Expect up to 60 min delays, especially to SFO. Crews are making the tracks safer and more reliable. Visit Bart.gov for more info. ","There are four elevators out of service at this time:  Civic Center Street Elevator,   Coliseum Walkway Elevator,   Ashby Platform Elevator and  MacArthur S.F./Fremont Platform Elevator.  Thank you. ",Sat Aug 13 2016 06:40 AM PDT,08:00:00 AM PDT,26,DELAY,Clouds
08/13/2016,"There is no BART service thru Daly City, Balboa Park & Glen Park stations this weekend August 13-14. Balboa Park is closed. There is a free bus bridge between those stations.  Expect up to 60 min delays, especially to SFO. Crews are making the tracks safer and more reliable. Visit Bart.gov for more info. ","There are three elevators out of service at this time:  Coliseum Walkway Elevator,   Ashby Platform Elevator and  24th St. Mission Street Elevator.  Thank you. ",Sat Aug 13 2016 06:40 AM PDT,17:30:00 PM PDT,31,DELAY,Clear
08/14/2016,"There is no BART service thru Daly City, Balboa Park & Glen Park stations this weekend August 13-14. Balboa Park is closed. There is a free bus bridge between those stations.  Expect up to 60 min delays, especially to SFO. Crews are making the tracks safer and more reliable. Visit Bart.gov for more info. ",There are two elevators out of service at this time:  Coliseum Walkway Elevator and  Ashby Platform Elevator.  Thank you. ,Sun Aug 14 2016 07:30 AM PDT,08:00:00 AM PDT,15,DELAY,Clouds
08/14/2016,"There is no BART service thru Daly City, Balboa Park & Glen Park stations this weekend August 13-14. Balboa Park is closed. There is a free bus bridge between those stations.  Expect up to 60 min delays, especially to SFO. Crews are making the tracks safer and more reliable. Visit Bart.gov for more info. ",There are two elevators out of service at this time:  Coliseum Walkway Elevator and  Ashby Platform Elevator.  Thank you. ,Sun Aug 14 2016 08:05 AM PDT,17:30:00 PM PDT,26,DELAY,Clear
08/15/2016,No delays reported.,There are two elevators out of service at this time:  North Berkeley Station Elevator and  Coliseum Walkway Elevator.  Thank you. ,,17:30:00 PM PDT,59,,Clear
08/16/2016,No delays reported.,There are two elevators out of service at this time:  North Berkeley Station Elevator and  Coliseum Walkway Elevator.  Thank you. ,,08:00:00 AM PDT,59,,Rain
08/16/2016,No delays reported.,"There are three elevators out of service at this time:  North Berkeley Station Elevator,   Coliseum Walkway Elevator and  San Francisco Airport Platform #3 to Airtrain Elevator.  Thank you. ",,17:30:00 PM PDT,61,,Clear
08/17/2016,No delays reported.,"There are three elevators out of service at this time:  North Berkeley Station Elevator,   Coliseum Walkway Elevator and  El Cerrito del Norte Richmond Platform Elevator.  Thank you. ",,08:00:00 AM PDT,61,,Clouds
08/17/2016,No delays reported.,"There are three elevators out of service at this time:  North Berkeley Station Elevator,   Coliseum Walkway Elevator and  Montgomery Street Elevator.  Thank you. ",,17:30:00 PM PDT,57,,Clear
08/18/2016,No delays reported.,"There are four elevators out of service at this time:  Civic Center Street Elevator,   North Berkeley Station Elevator,   Coliseum Walkway Elevator and  19th St. Oakland Street Elevator.  Thank you. ",,08:00:00 AM PDT,59,,Clouds
08/18/2016,No delays reported.,There are two elevators out of service at this time:  North Berkeley Station Elevator and  Coliseum Walkway Elevator.  Thank you. ,,17:30:00 PM PDT,59,,Clear
08/19/2016,No delays reported.,There are two elevators out of service at this time:  North Berkeley Station Elevator and  Coliseum Walkway Elevator.  Thank you. ,,08:00:00 AM PDT,60,,Clouds
08/19/2016,No delays reported.,There is one elevator out of service at this time:  Coliseum Walkway Elevator.  Thank you. ,,17:29:00 PM PDT,57,,Clear
08/20/2016,"There is no BART service thru Daly City, Balboa Park & Glen Park stations this weekend August 20-21. Balboa Park is closed. There is a free bus bridge between those stations.  Expect up to 60 min delays, especially to SFO. Crews are making the tracks safer and more reliable. Visit Bart.gov for more info. ","There are four elevators out of service at this time:  El Cerrito del Norte S.F./Fremont Platform Elevator,   El Cerrito Plaza Richmond Platform Elevator,   Coliseum Walkway Elevator and  Civic Center Platform Elevator.  Thank you. ",Sat Aug 20 2016 07:14 AM PDT,08:00:00 AM PDT,26,DELAY,Clouds
08/20/2016,"There is no BART service thru Daly City, Balboa Park & Glen Park stations this weekend August 20-21. There is a  bus bridge between those stations.  Expect up to 60 min delays, for this Track Maintenance. Visit Bart.gov for more info ",There is one elevator out of service at this time:  Coliseum Walkway Elevator.  Thank you. ,Sat Aug 20 2016 07:43 AM PDT,17:29:00 PM PDT,31,DELAY,Clouds
08/21/2016,"There is no Bart service thru Daly City, Balboa Park or Glen Park stations this weekend August 20-21. There is a bus bridge between those stations. Expect up to 60 minute delays due to track maintenance. Visit Bart.gov for more info. ",There is one elevator out of service at this time:  Coliseum Walkway Elevator.  Thank you. ,Sun Aug 21 2016 07:55 AM PDT,08:00:00 AM PDT,16,DELAY,Clouds
08/21/2016,"There is no Bart service thru Daly City, Balboa Park or Glen Park stations this weekend August 20-21. There is a bus bridge between those stations. Expect up to 60 minute delays due to track maintenance. Visit Bart.gov for more info. ",There is one elevator out of service at this time:  Coliseum Walkway Elevator.  Thank you. ,Sun Aug 21 2016 07:55 AM PDT,17:30:00 PM PDT,,DELAY,Clouds
08/22/2016,No delays reported.,There are two elevators out of service at this time:  Coliseum Platform Elevator and  Coliseum Walkway Elevator.  Thank you. ,,08:00:00 AM PDT,61,,Clouds
08/22/2016,No delays reported.,"There are three elevators out of service at this time:  Coliseum Platform Elevator,   Bay Fair Platform Elevator and  Coliseum Walkway Elevator.  Thank you. ",,17:30:00 PM PDT,61,,Clouds
08/23/2016,BART is recovering from an earlier problem. There is a 10-minute delay on the Richmond Line in the Fremont and Millbrae directions due to an equipment problem on a train. ,"There are four elevators out of service at this time:  Coliseum Platform Elevator,   Bay Fair Platform Elevator,   Coliseum Walkway Elevator and  MacArthur S.F./Fremont Platform Elevator.  Thank you. ",Tue Aug 23 2016 07:17 AM PDT,08:00:00 AM PDT,60,DELAY,Clouds
08/24/2016,No delays reported.,"There are four elevators out of service at this time:  Coliseum Platform Elevator,   Bay Fair Platform Elevator,   Coliseum Walkway Elevator and  Montgomery Street Elevator.  Thank you. ",,08:01:00 AM PDT,61,,Clouds
08/24/2016,No delays reported.,"There are three elevators out of service at this time:  Coliseum Platform Elevator,   Bay Fair Platform Elevator and  Coliseum Walkway Elevator.  Thank you. ",,17:31:00 PM PDT,57,,Clouds
08/25/2016,No delays reported.,"There are four elevators out of service at this time:  Coliseum Platform Elevator,   Bay Fair Platform Elevator,   Coliseum Walkway Elevator and  Colma S.F./East Bay Platform Elevator.  Thank you. ",,08:00:00 AM PDT,59,,Mist
08/25/2016,No delays reported.,"There are five elevators out of service at this time:  Ashby Street Elevator,   Coliseum Platform Elevator,   Bay Fair Platform Elevator,   Coliseum Walkway Elevator and  Millbrae BART Street Elevator.  Thank you. ",,17:30:00 PM PDT,58,,Clouds
08/26/2016,There is a 10-minute delay at San Leandro in the Richmond and Daly City directions due to an equipment problem on a train. ,"There are four elevators out of service at this time:  Coliseum Platform Elevator,   Millbrae BART Street Elevator,   Bay Fair Platform Elevator and  Coliseum Walkway Elevator.  Thank you. ",Fri Aug 26 2016 07:46 AM PDT,08:01:00 AM PDT,59,DELAY,Clouds
08/26/2016,No delays reported.,"There are five elevators out of service at this time:  Montgomery Platform Elevator,   Millbrae BART Street Elevator,   24th St. Mission Street Elevator,   Bay Fair Platform Elevator and  Coliseum Walkway Elevator.  Thank you. ",,17:30:00 PM PDT,61,,Thunderstorm
08/27/2016,No delays reported.,There are two elevators out of service at this time:  Bay Fair Platform Elevator and  Coliseum Walkway Elevator.  Thank you. ,,08:00:00 AM PDT,25,,Clouds
08/27/2016,No delays reported.,"There are four elevators out of service at this time:  Coliseum Platform Elevator,   Bay Fair Platform Elevator,   Coliseum Walkway Elevator and  El Cerrito Plaza Richmond Platform Elevator.  Thank you. ",,17:30:00 PM PDT,37,,Rain
08/28/2016,"Expect delays of up to 20 minutes between South Hayward and Fremont in the Fremont, Richmond and Daly City directions due to scheduled track maintenance. ",There are two elevators out of service at this time:  Bay Fair Platform Elevator and  Coliseum Walkway Elevator.  Thank you. ,Sun Aug 28 2016 07:25 AM PDT,08:00:00 AM PDT,11,DELAY,Clouds
08/28/2016,"Expect delays of up to 20 minutes between South Hayward and Fremont in the Fremont, and Richmond   directions due to scheduled track maintenance. ","There are three elevators out of service at this time:  Coliseum Platform Elevator,   Bay Fair Platform Elevator and  Coliseum Walkway Elevator.  Thank you. ",Sun Aug 28 2016 02:56 PM PDT,17:29:00 PM PDT,25,DELAY,Rain
08/29/2016,No delays reported.,"There are four elevators out of service at this time:  Civic Center Platform Elevator,   Civic Center Street Elevator,   Bay Fair Platform Elevator and  Coliseum Walkway Elevator.  Thank you. ",,07:59:00 AM PDT,60,,Clouds
08/29/2016,No delays reported.,"There are seven elevators out of service at this time:  Powell Street Elevator,   Ashby Street Elevator,   Civic Center Platform Elevator,   Civic Center Street Elevator,   Richmond AMTRAK Elevator,   Bay Fair Platform Elevator and  Coliseum Walkway Elevator.  Thank you. ",,17:30:00 PM PDT,57,,Clouds
08/30/2016,No delays reported.,"There are four elevators out of service at this time:  Civic Center Platform Elevator,   Civic Center Street Elevator,   Bay Fair Platform Elevator and  Coliseum Walkway Elevator.  Thank you. ",,08:00:00 AM PDT,60,,Rain
08/30/2016,No delays reported.,"There are five elevators out of service at this time:  Concord Station Elevator,   Civic Center Platform Elevator,   Civic Center Street Elevator,   Bay Fair Platform Elevator and  Coliseum Walkway Elevator.  Thank you. ",,17:30:00 PM PDT,58,,Thunderstorm
08/31/2016,No delays reported.,"There are four elevators out of service at this time:  Coliseum Platform Elevator,   Civic Center Platform Elevator,   Civic Center Street Elevator and  Bay Fair Platform Elevator.  Thank you. ",,17:30:00 PM PDT,60,,Clouds
09/01/2016,No delays reported.,"There are six elevators out of service at this time:  Coliseum Platform Elevator,   Civic Center Platform Elevator,   Civic Center Street Elevator,   Bay Fair Platform Elevator,   MacArthur S.F./Fremont Platform Elevator and  16th St. Mission Platform Elevator.  Thank you. ",,08:00:00 AM PDT,60,,Mist
09/01/2016,No delays reported.,"There are three elevators out of service at this time:  Civic Center Platform Elevator,   Civic Center Street Elevator and  Bay Fair Platform Elevator.  Thank you. ",,17:29:00 PM PDT,59,,Mist
09/02/2016,No delays reported.,"There are three elevators out of service at this time:  Civic Center Platform Elevator,   Civic Center Street Elevator and  Bay Fair Platform Elevator.  Thank you. ",,08:00:00 AM PDT,61,,Mist
09/02/2016,No delays reported.,"There are three elevators out of service at this time:  Civic Center Platform Elevator,   Civic Center Street Elevator and  Bay Fair Platform Elevator.  Thank you. ",,17:30:00 PM PDT,59,,Clouds
09/03/2016,"There is no BART service thru Daly City, Balboa Park & Glen Park stations this Labor Day weekend, September 3-5. There is a bus bridge between those stations.  Expect up to 60 minute delays due to track maintenance. Visit Bart.gov for more info. ","There are four elevators out of service at this time:  Montgomery Street Elevator,   Civic Center Platform Elevator,   Civic Center Street Elevator and  Bay Fair Platform Elevator.  Thank you. ",Sat Sep 03 2016 05:13 AM PDT,07:59:00 AM PDT,27,DELAY,Mist
09/03/2016,"There is no BART service thru Daly City, Balboa Park & Glen Park stations this Labor Day weekend, September 3-5. There is a bus bridge between those stations.  Expect up to 60 minute delays due to track maintenance. Visit Bart.gov for more info. ",There is one elevator out of service at this time:  Bay Fair Platform Elevator.  Thank you. ,Sat Sep 03 2016 05:13 AM PDT,17:30:00 PM PDT,32,DELAY,Mist
09/04/2016,"There is no BART service thru Daly City, Balboa Park & Glen Park stations this Labor Day weekend, September 3-5. There is a bus bridge between those stations.  Expect up to 60 minute delays due to track maintenance. Visit Bart.gov for more info. ",There is one elevator out of service at this time:  Bay Fair Platform Elevator.  Thank you. ,Sun Sep 04 2016 07:24 AM PDT,08:00:00 AM PDT,14,DELAY,Mist
09/04/2016,"There is no BART service thru Daly City, Balboa Park & Glen Park stations this Labor Day weekend, September 3-5. There is a bus bridge between those stations.  Expect up to 60 minute delays due to track maintenance. Visit Bart.gov for more info. ",There are two elevators out of service at this time:  24th St. Mission Street Elevator and  Bay Fair Platform Elevator.  Thank you. ,Sun Sep 04 2016 07:24 AM PDT,17:30:00 PM PDT,26,DELAY,Haze
09/05/2016,"There is no BART service thru Daly City, Balboa Park & Glen Park stations this Labor Day weekend, September 3-5. There is a bus bridge between those stations.  Expect up to 60 minute delays due to track maintenance. Visit Bart.gov for more info. ",There is one elevator out of service at this time:  Bay Fair Platform Elevator.  Thank you. ,Mon Sep 05 2016 07:04 AM PDT,08:00:00 AM PDT,15,DELAY,Mist
09/05/2016,"There is no BART service thru Daly City, Balboa Park & Glen Park stations this Labor Day weekend, September 3-5. There is a bus bridge between those stations.  Expect up to 60 minute delays due to track maintenance. Visit Bart.gov for more info. ",There is one elevator out of service at this time:  Bay Fair Platform Elevator.  Thank you. ,Mon Sep 05 2016 07:04 AM PDT,17:29:00 PM PDT,26,DELAY,Clouds
09/06/2016,No delays reported.,There is one elevator out of service at this time:  Bay Fair Platform Elevator.  Thank you. ,,08:00:00 AM PDT,58,,Mist
09/06/2016,No delays reported.,There is one elevator out of service at this time:  Bay Fair Platform Elevator.  Thank you. ,,17:30:00 PM PDT,61,,Clouds
09/07/2016,No delays reported.,There are two elevators out of service at this time:  Bay Fair Platform Elevator and  Coliseum Walkway Elevator.  Thank you. ,,07:59:00 AM PDT,59,,Mist
09/08/2016,No delays reported.,"There are five elevators out of service at this time:  Powell Street Elevator,   Bay Fair Platform Elevator,   Coliseum Walkway Elevator,   Lake Merritt Platform Elevator and  Powell Platform Elevator.  Thank you. ",,07:59:00 AM PDT,59,,Mist
09/08/2016,No delays reported.,"There are three elevators out of service at this time:  Bay Fair Platform Elevator,   Coliseum Walkway Elevator and  Lake Merritt Platform Elevator.  Thank you. ",,17:29:00 PM PDT,59,,Clouds
09/09/2016,No delays reported.,"There are four elevators out of service at this time:  Civic Center Street Elevator,   Bay Fair Platform Elevator,   Coliseum Walkway Elevator and  Lake Merritt Platform Elevator.  Thank you. ",,07:59:00 AM PDT,58,,Mist
09/09/2016,No delays reported.,There are two elevators out of service at this time:  Daly City S.F./East Bay Platform Elevator and  Montgomery Platform Elevator.  Thank you. ,,17:29:00 PM PDT,62,,Mist
09/10/2016,No delays reported.,There are two elevators out of service at this time:  Pittsburg/Bay Point Street Elevator and  Montgomery Platform Elevator.  Thank you. ,,17:29:00 PM PDT,39,,Clouds
09/11/2016,No delays reported.,There is one elevator out of service at this time:  Pittsburg/Bay Point Platform Elevator.  Thank you. ,,08:00:00 AM PDT,13,,Clouds
09/11/2016,No delays reported.,"There are three elevators out of service at this time:  24th St. Mission Street Elevator,   Pittsburg/Bay Point Platform Elevator and  Colma S.F./East Bay Platform Elevator.  Thank you. ",,17:30:00 PM PDT,25,,Mist
09/12/2016,No delays reported.,There are two elevators out of service at this time:  San Leandro S.F./Richmond Platform Elevator and  Pittsburg/Bay Point Platform Elevator.  Thank you. ,,08:00:00 AM PDT,60,,Clouds
09/12/2016,BART is recovering from an earlier problem. There is a 10-minute delay on the Daly City Line in the East Bay direction due to an equipment problem on a train. ,"There are three elevators out of service at this time:  Daly City S.F./East Bay Platform Elevator,   San Leandro S.F./Richmond Platform Elevator and  Pittsburg/Bay Point Platform Elevator.  Thank you. ",Mon Sep 12 2016 04:52 PM PDT,17:30:00 PM PDT,59,DELAY,Mist
09/13/2016,No delays reported.,"There are three elevators out of service at this time:  Daly City S.F./East Bay Platform Elevator,   Montgomery Platform Elevator and  San Leandro S.F./Richmond Platform Elevator.  Thank you. ",,08:00:00 AM PDT,58,,Clouds
09/13/2016,No delays reported.,"There are three elevators out of service at this time:  Daly City S.F./East Bay Platform Elevator,   San Leandro S.F./Richmond Platform Elevator and  Colma S.F./East Bay Platform Elevator.  Thank you. ",,17:29:00 PM PDT,59,,Thunderstorm
09/14/2016,No delays reported.,"There are four elevators out of service at this time:  Orinda Station Elevator,   Daly City S.F./East Bay Platform Elevator,   San Leandro S.F./Richmond Platform Elevator and  Powell Platform Elevator.  Thank you. ",,08:00:00 AM PDT,61,,Mist
09/14/2016,No delays reported.,"There are five elevators out of service at this time:  Daly City S.F./East Bay Platform Elevator,   24th St. Mission Street Elevator,   San Leandro S.F./Richmond Platform Elevator,   Richmond Street Elevator and  Colma S.F./East Bay Platform Elevator.  Thank you. ",,17:30:00 PM PDT,59,,Clear
09/15/2016,No delays reported.,"There are three elevators out of service at this time:  Daly City S.F./East Bay Platform Elevator,   San Leandro S.F./Richmond Platform Elevator and  16th St. Mission Street Elevator.  Thank you. ",,08:00:00 AM PDT,61,,Mist
09/15/2016,No delays reported.,There are two elevators out of service at this time:  San Leandro S.F./Richmond Platform Elevator and  Colma S.F./East Bay Platform Elevator.  Thank you. ,,17:30:00 PM PDT,59,,Thunderstorm
09/16/2016,No delays reported.,There are two elevators out of service at this time:  San Leandro S.F./Richmond Platform Elevator and  West Oakland SF/Millbrae Platform Elevator.  Thank you. ,,08:00:00 AM PDT,60,,Clouds
09/16/2016,Trains are not stopping at Concord due to police activity. ,"There are five elevators out of service at this time:  Montgomery Platform Elevator,   San Leandro S.F./Richmond Platform Elevator,   Pittsburg/Bay Point Street Elevator,   Powell Platform Elevator and  Colma S.F./East Bay Platform Elevator.  Thank you. ",Fri Sep 16 2016 05:15 PM PDT,17:30:00 PM PDT,60,DELAY,Clouds
09/17/2016,"There is no BART service between Daly City and Glen Park this weekend, Sept. 17 & 18.  Balboa Park is closed.  There is a bus bridge between those stations.  Expect up to 60 minute delays due to track maintenance.  Visit Bart.gov for more info. ",There is one elevator out of service at this time:  San Leandro S.F./Richmond Platform Elevator.  Thank you. ,Sat Sep 17 2016 05:17 AM PDT,08:00:00 AM PDT,27,DELAY,Haze
09/17/2016,"There is no BART service between Daly City and Glen Park this weekend, Sept. 17 & 18.  Balboa Park is closed.  There is a bus bridge between those stations.  Expect up to 60 minute delays due to track maintenance.  Visit Bart.gov for more info. ","There are four elevators out of service at this time:  Civic Center Platform Elevator,   San Leandro S.F./Richmond Platform Elevator,   Pittsburg/Bay Point Street Elevator and  Powell Platform Elevator.  Thank you. ",Sat Sep 17 2016 05:17 AM PDT,17:30:00 PM PDT,31,DELAY,Clouds
09/18/2016,"There is no BART service between Daly City and Glen Park this weekend, Sept. 17 & 18.  Balboa Park is closed.  There is a bus bridge between those stations.  Expect up to 60 minute delays due to track maintenance.  Visit Bart.gov for more info. ",There is one elevator out of service at this time:  San Leandro S.F./Richmond Platform Elevator.  Thank you. ,Sat Sep 17 2016 05:17 AM PDT,08:00:00 AM PDT,17,DELAY,Clouds
09/18/2016,"There is no BART service between Daly City and Glen Park this weekend, Sept. 17 & 18.  Balboa Park is closed.  There is a bus bridge between those stations.  Expect up to 60 minute delays due to track maintenance.  Visit Bart.gov for more info. ",There is one elevator out of service at this time:  San Leandro S.F./Richmond Platform Elevator.  Thank you. ,Sun Sep 18 2016 08:03 AM PDT,17:30:00 PM PDT,35,DELAY,Clear
09/19/2016,"BART is recovering from an earlier problem. There is a 20-minute delay on the Fremont Line in the Dublin / Pleasanton, Fremont, Richmond and Daly City directions due to an earlier equipment problem on a train. ",There are two elevators out of service at this time:  San Leandro Fremont/Dublin Platform Elevator and  San Leandro S.F./Richmond Platform Elevator.  Thank you. ,Mon Sep 19 2016 07:44 AM PDT,08:00:00 AM PDT,61,DELAY,Clear
09/19/2016,No delays reported.,"There are three elevators out of service at this time:  Daly City SF Airport/Millbrae Platform Elevator,   San Leandro S.F./Richmond Platform Elevator and  Powell Platform Elevator.  Thank you. ",,17:30:00 PM PDT,59,,Clear
09/20/2016,No delays reported.,There are two elevators out of service at this time:  Daly City SF Airport/Millbrae Platform Elevator and  Powell Platform Elevator.  Thank you. ,,08:00:00 AM PDT,58,,Clouds
